paths,true_labels,labels
sample_data/demo/images/digit64.png,2,
sample_data/demo/images/digit65.png,5,
sample_data/demo/images/digit66.png,5,5.0
sample_data/demo/images/digit67.png,9,9.0
sample_data/demo/images/digit68.png,1,
sample_data/demo/images/digit69.png,6,
sample_data/demo/images/digit70.png,2,2.0
sample_data/demo/images/digit71.png,3,3.0
sample_data/demo/images/digit72.png,2,
sample_data/demo/images/digit73.png,2,2.0
sample_data/demo/images/digit74.png,1,1.0
sample_data/demo/images/digit75.png,2,
sample_data/demo/images/digit76.png,3,
sample_data/demo/images/digit77.png,6,6.0
sample_data/demo/images/digit78.png,4,4.0
sample_data/demo/images/digit79.png,2,
sample_data/demo/images/digit80.png,6,
sample_data/demo/images/digit81.png,3,3.0
sample_data/demo/images/digit82.png,7,7.0
sample_data/demo/images/digit83.png,8,8.0
sample_data/demo/images/digit84.png,0,
sample_data/demo/images/digit85.png,1,
sample_data/demo/images/digit86.png,8,
sample_data/demo/images/digit87.png,0,0.0
sample_data/demo/images/digit88.png,3,
sample_data/demo/images/digit89.png,4,
sample_data/demo/images/digit90.png,8,
sample_data/demo/images/digit91.png,4,
sample_data/demo/images/digit92.png,2,
sample_data/demo/images/digit93.png,7,7.0
sample_data/demo/images/digit94.png,1,1.0
sample_data/demo/images/digit95.png,6,
sample_data/demo/images/digit96.png,6,
sample_data/demo/images/digit97.png,2,
sample_data/demo/images/digit98.png,5,5.0
sample_data/demo/images/digit99.png,0,0.0
sample_data/demo/images/digit100.png,1,1.0
sample_data/demo/images/digit101.png,7,7.0
sample_data/demo/images/digit102.png,2,
sample_data/demo/images/digit103.png,4,4.0
sample_data/demo/images/digit104.png,2,
sample_data/demo/images/digit105.png,1,
sample_data/demo/images/digit106.png,5,
sample_data/demo/images/digit107.png,9,
sample_data/demo/images/digit108.png,2,
sample_data/demo/images/digit109.png,2,
sample_data/demo/images/digit110.png,1,1.0
sample_data/demo/images/digit111.png,7,1.0
sample_data/demo/images/digit112.png,7,7.0
sample_data/demo/images/digit113.png,2,
sample_data/demo/images/digit114.png,3,3.0
sample_data/demo/images/digit115.png,2,
sample_data/demo/images/digit116.png,6,
sample_data/demo/images/digit117.png,2,2.0
sample_data/demo/images/digit118.png,6,
sample_data/demo/images/digit119.png,3,
sample_data/demo/images/digit120.png,3,
sample_data/demo/images/digit121.png,2,
sample_data/demo/images/digit122.png,6,6.0
sample_data/demo/images/digit123.png,3,3.0
sample_data/demo/images/digit124.png,7,
sample_data/demo/images/digit125.png,4,
sample_data/demo/images/digit126.png,4,4.0
sample_data/demo/images/digit127.png,5,
sample_data/demo/images/digit128.png,0,0.0
sample_data/demo/images/digit129.png,5,5.0
sample_data/demo/images/digit130.png,3,
sample_data/demo/images/digit131.png,7,
sample_data/demo/images/digit132.png,1,
sample_data/demo/images/digit133.png,6,
sample_data/demo/images/digit134.png,8,
sample_data/demo/images/digit135.png,5,
sample_data/demo/images/digit136.png,8,
sample_data/demo/images/digit137.png,1,1.0
sample_data/demo/images/digit138.png,1,1.0
sample_data/demo/images/digit139.png,3,3.0
sample_data/demo/images/digit140.png,1,1.0
sample_data/demo/images/digit141.png,0,
sample_data/demo/images/digit142.png,2,2.0
sample_data/demo/images/digit143.png,1,
sample_data/demo/images/digit144.png,3,3.0
sample_data/demo/images/digit145.png,1,1.0
sample_data/demo/images/digit146.png,1,1.0
sample_data/demo/images/digit147.png,2,2.0
sample_data/demo/images/digit148.png,5,
sample_data/demo/images/digit149.png,4,2.0
sample_data/demo/images/digit150.png,0,0.0
sample_data/demo/images/digit151.png,2,2.0
sample_data/demo/images/digit152.png,0,5.0
sample_data/demo/images/digit153.png,4,
sample_data/demo/images/digit154.png,2,2.0
sample_data/demo/images/digit155.png,4,4.0
sample_data/demo/images/digit156.png,3,
sample_data/demo/images/digit157.png,0,
sample_data/demo/images/digit158.png,7,
sample_data/demo/images/digit159.png,2,
sample_data/demo/images/digit160.png,3,
sample_data/demo/images/digit161.png,3,
sample_data/demo/images/digit162.png,5,5.0
sample_data/demo/images/digit163.png,2,
sample_data/demo/images/digit164.png,1,1.0
sample_data/demo/images/digit165.png,3,3.0
sample_data/demo/images/digit166.png,1,1.0
sample_data/demo/images/digit167.png,6,
sample_data/demo/images/digit168.png,2,2.0
sample_data/demo/images/digit169.png,9,9.0
sample_data/demo/images/digit170.png,5,
sample_data/demo/images/digit171.png,1,1.0
sample_data/demo/images/digit172.png,4,4.0
sample_data/demo/images/digit173.png,1,
sample_data/demo/images/digit174.png,1,1.0
sample_data/demo/images/digit175.png,9,
sample_data/demo/images/digit176.png,7,7.0
sample_data/demo/images/digit177.png,7,
sample_data/demo/images/digit178.png,3,3.0
sample_data/demo/images/digit179.png,6,
sample_data/demo/images/digit180.png,1,
sample_data/demo/images/digit181.png,7,
sample_data/demo/images/digit182.png,9,9.0
sample_data/demo/images/digit183.png,9,9.0
sample_data/demo/images/digit184.png,0,0.0
sample_data/demo/images/digit185.png,0,0.0
sample_data/demo/images/digit186.png,1,1.0
sample_data/demo/images/digit187.png,1,1.0
sample_data/demo/images/digit188.png,3,
sample_data/demo/images/digit189.png,6,6.0
sample_data/demo/images/digit190.png,6,
sample_data/demo/images/digit191.png,2,
sample_data/demo/images/digit192.png,5,
sample_data/demo/images/digit193.png,3,
sample_data/demo/images/digit194.png,5,
sample_data/demo/images/digit195.png,2,
sample_data/demo/images/digit196.png,0,0.0
sample_data/demo/images/digit197.png,1,3.0
sample_data/demo/images/digit198.png,5,5.0
sample_data/demo/images/digit199.png,1,
