paths,true_labels,labels
data/raw/img_4921.jpg,1,
data/raw/img_265.jpg,8,8.0
data/raw/img_287.jpg,5,5.0
data/raw/img_4983.jpg,0,
data/raw/img_4392.jpg,2,
data/raw/img_4995.jpg,1,
data/raw/img_4478.jpg,4,
data/raw/img_4034.jpg,0,
data/raw/img_4500.jpg,5,
data/raw/img_221.jpg,7,7.0
data/raw/img_113.jpg,1,1.0
data/raw/img_4172.jpg,6,
data/raw/img_4083.jpg,8,
data/raw/img_174.jpg,5,5.0
data/raw/img_4035.jpg,1,
data/raw/img_4578.jpg,4,4.0
data/raw/img_4676.jpg,9,
data/raw/img_4606.jpg,7,
data/raw/img_4482.jpg,1,
data/raw/img_285.jpg,3,3.0
data/raw/img_4367.jpg,5,
data/raw/img_374.jpg,0,0.0
data/raw/img_4696.jpg,2,
data/raw/img_31.jpg,1,1.0
data/raw/img_4051.jpg,0,
data/raw/img_210.jpg,3,3.0
data/raw/img_4546.jpg,8,
data/raw/img_4423.jpg,4,
data/raw/img_4309.jpg,3,
data/raw/img_4117.jpg,3,
data/raw/img_4432.jpg,7,
data/raw/img_4119.jpg,0,
data/raw/img_188.jpg,8,8.0
data/raw/img_4210.jpg,2,
data/raw/img_4436.jpg,2,
data/raw/img_4668.jpg,3,
data/raw/img_4719.jpg,9,
data/raw/img_4597.jpg,0,
data/raw/img_4401.jpg,8,
data/raw/img_83.jpg,2,2.0
data/raw/img_4201.jpg,5,
data/raw/img_48.jpg,1,1.0
data/raw/img_4783.jpg,5,
data/raw/img_155.jpg,0,0.0
data/raw/img_4651.jpg,1,
data/raw/img_4641.jpg,3,
data/raw/img_4474.jpg,0,
data/raw/img_4557.jpg,9,
data/raw/img_4307.jpg,0,
data/raw/img_4729.jpg,1,
data/raw/img_4980.jpg,4,
data/raw/img_4936.jpg,2,
data/raw/img_179.jpg,1,1.0
data/raw/img_4855.jpg,6,4.0
data/raw/img_4746.jpg,7,
data/raw/img_4540.jpg,1,
data/raw/img_4449.jpg,6,
data/raw/img_4316.jpg,3,3.0
data/raw/img_363.jpg,9,9.0
data/raw/img_4677.jpg,4,
data/raw/img_4698.jpg,4,
data/raw/img_346.jpg,2,2.0
data/raw/img_4510.jpg,0,
data/raw/img_4114.jpg,5,
data/raw/img_4465.jpg,5,
data/raw/img_4773.jpg,7,
data/raw/img_4089.jpg,0,4.0
data/raw/img_4788.jpg,2,
data/raw/img_4131.jpg,1,
data/raw/img_243.jpg,5,5.0
data/raw/img_4874.jpg,5,
data/raw/img_4951.jpg,0,
data/raw/img_4264.jpg,7,
data/raw/img_4487.jpg,6,
data/raw/img_411.jpg,5,5.0
data/raw/img_4920.jpg,5,
data/raw/img_4725.jpg,5,
data/raw/img_308.jpg,3,3.0
data/raw/img_4381.jpg,8,
data/raw/img_398.jpg,8,8.0
data/raw/img_370.jpg,3,3.0
data/raw/img_54.jpg,6,6.0
data/raw/img_4838.jpg,1,
data/raw/img_4682.jpg,6,
data/raw/img_312.jpg,5,5.0
data/raw/img_4421.jpg,6,
data/raw/img_109.jpg,2,2.0
data/raw/img_4218.jpg,2,
data/raw/img_4191.jpg,7,
data/raw/img_100.jpg,0,0.0
data/raw/img_4625.jpg,1,
data/raw/img_4169.jpg,5,
data/raw/img_4875.jpg,9,
data/raw/img_266.jpg,4,4.0
data/raw/img_4178.jpg,8,
data/raw/img_296.jpg,7,7.0
data/raw/img_4029.jpg,4,
data/raw/img_4444.jpg,1,
data/raw/img_4513.jpg,9,3.0
data/raw/img_4450.jpg,6,
data/raw/img_377.jpg,1,1.0
data/raw/img_286.jpg,5,5.0
data/raw/img_4938.jpg,7,
data/raw/img_4230.jpg,1,
data/raw/img_126.jpg,3,3.0
data/raw/img_327.jpg,2,2.0
data/raw/img_292.jpg,7,7.0
data/raw/img_4048.jpg,3,
data/raw/img_4227.jpg,1,
data/raw/img_4408.jpg,2,
data/raw/img_355.jpg,5,5.0
data/raw/img_170.jpg,5,5.0
data/raw/img_4466.jpg,8,
data/raw/img_4633.jpg,6,
data/raw/img_4151.jpg,1,
data/raw/img_209.jpg,5,5.0
data/raw/img_4897.jpg,6,
data/raw/img_140.jpg,0,0.0
data/raw/img_4583.jpg,8,
data/raw/img_4490.jpg,7,
data/raw/img_4150.jpg,7,
data/raw/img_4688.jpg,1,
data/raw/img_4998.jpg,5,
data/raw/img_485.jpg,4,4.0
data/raw/img_4027.jpg,5,
data/raw/img_199.jpg,0,0.0
data/raw/img_4389.jpg,0,
data/raw/img_4344.jpg,4,
data/raw/img_4568.jpg,0,
data/raw/img_4705.jpg,1,
data/raw/img_4554.jpg,2,
data/raw/img_10.jpg,2,2.0
data/raw/img_147.jpg,6,6.0
data/raw/img_4221.jpg,3,
data/raw/img_282.jpg,9,9.0
data/raw/img_298.jpg,1,1.0
data/raw/img_4113.jpg,5,
data/raw/img_291.jpg,0,0.0
data/raw/img_4149.jpg,9,
data/raw/img_4098.jpg,8,
data/raw/img_4543.jpg,5,
data/raw/img_4052.jpg,1,
data/raw/img_4798.jpg,5,
data/raw/img_129.jpg,3,3.0
data/raw/img_4561.jpg,2,
data/raw/img_331.jpg,9,9.0
data/raw/img_323.jpg,7,7.0
data/raw/img_4180.jpg,6,
data/raw/img_478.jpg,0,0.0
data/raw/img_4061.jpg,0,
data/raw/img_135.jpg,1,1.0
data/raw/img_4006.jpg,3,
data/raw/img_4013.jpg,1,
data/raw/img_4871.jpg,8,
data/raw/img_435.jpg,6,6.0
data/raw/img_4373.jpg,0,
data/raw/img_4962.jpg,8,
data/raw/img_4252.jpg,3,
data/raw/img_4165.jpg,4,
data/raw/img_158.jpg,4,4.0
data/raw/img_4753.jpg,9,
data/raw/img_4792.jpg,5,
data/raw/img_4075.jpg,6,
data/raw/img_352.jpg,1,1.0
data/raw/img_4437.jpg,4,
data/raw/img_4795.jpg,1,
data/raw/img_4892.jpg,5,
data/raw/img_4800.jpg,7,
data/raw/img_4091.jpg,1,
data/raw/img_4164.jpg,2,
data/raw/img_195.jpg,3,3.0
data/raw/img_4740.jpg,0,
data/raw/img_4548.jpg,4,
data/raw/img_438.jpg,1,1.0
data/raw/img_4935.jpg,1,
data/raw/img_4143.jpg,8,
data/raw/img_96.jpg,1,1.0
data/raw/img_4084.jpg,8,
data/raw/img_4714.jpg,2,
data/raw/img_156.jpg,1,1.0
data/raw/img_419.jpg,0,0.0
data/raw/img_410.jpg,6,6.0
data/raw/img_4722.jpg,6,
data/raw/img_477.jpg,1,1.0
data/raw/img_4014.jpg,2,
data/raw/img_4785.jpg,5,
data/raw/img_4953.jpg,3,
data/raw/img_4618.jpg,9,
data/raw/img_447.jpg,5,5.0
data/raw/img_178.jpg,7,7.0
data/raw/img_390.jpg,3,3.0
data/raw/img_4789.jpg,7,
data/raw/img_4807.jpg,1,
data/raw/img_4866.jpg,4,
data/raw/img_4547.jpg,7,
data/raw/img_4642.jpg,3,
data/raw/img_4134.jpg,3,
data/raw/img_4365.jpg,7,
data/raw/img_4287.jpg,2,
data/raw/img_4244.jpg,0,
data/raw/img_4359.jpg,7,
data/raw/img_294.jpg,1,1.0
data/raw/img_4044.jpg,3,
data/raw/img_4862.jpg,0,
data/raw/img_88.jpg,7,7.0
data/raw/img_4531.jpg,0,
data/raw/img_4879.jpg,2,
data/raw/img_4076.jpg,7,
data/raw/img_4406.jpg,6,
data/raw/img_4887.jpg,5,
data/raw/img_4591.jpg,2,
data/raw/img_4443.jpg,9,
data/raw/img_290.jpg,9,9.0
data/raw/img_4918.jpg,3,
data/raw/img_4518.jpg,8,
data/raw/img_348.jpg,8,8.0
data/raw/img_4067.jpg,9,
data/raw/img_4912.jpg,3,
data/raw/img_4558.jpg,3,
data/raw/img_4099.jpg,7,
data/raw/img_458.jpg,2,2.0
data/raw/img_375.jpg,9,9.0
data/raw/img_333.jpg,1,1.0
data/raw/img_4256.jpg,3,
data/raw/img_4823.jpg,3,
data/raw/img_4211.jpg,6,
data/raw/img_4889.jpg,3,
data/raw/img_4066.jpg,5,
data/raw/img_328.jpg,8,8.0
data/raw/img_318.jpg,0,0.0
data/raw/img_4802.jpg,2,
data/raw/img_4452.jpg,2,
data/raw/img_12.jpg,8,8.0
data/raw/img_171.jpg,0,0.0
data/raw/img_260.jpg,5,5.0
data/raw/img_4319.jpg,2,
data/raw/img_4994.jpg,8,
data/raw/img_4296.jpg,4,
data/raw/img_138.jpg,1,1.0
data/raw/img_4049.jpg,8,
data/raw/img_4115.jpg,2,
data/raw/img_4345.jpg,0,
data/raw/img_4277.jpg,2,2.0
data/raw/img_4058.jpg,3,
data/raw/img_139.jpg,9,9.0
data/raw/img_4809.jpg,0,
data/raw/img_4523.jpg,8,
data/raw/img_224.jpg,6,6.0
data/raw/img_4463.jpg,5,
data/raw/img_409.jpg,2,2.0
data/raw/img_325.jpg,5,5.0
data/raw/img_299.jpg,0,0.0
data/raw/img_4493.jpg,3,
data/raw/img_4532.jpg,4,
data/raw/img_4170.jpg,4,
data/raw/img_4979.jpg,8,
data/raw/img_4446.jpg,7,
data/raw/img_4769.jpg,3,
data/raw/img_4073.jpg,9,
data/raw/img_4003.jpg,5,
data/raw/img_4537.jpg,8,3.0
data/raw/img_3.jpg,7,7.0
data/raw/img_4968.jpg,2,
data/raw/img_467.jpg,7,7.0
data/raw/img_321.jpg,1,1.0
data/raw/img_5.jpg,1,1.0
data/raw/img_4473.jpg,4,
data/raw/img_4047.jpg,1,
data/raw/img_4976.jpg,3,
data/raw/img_39.jpg,7,7.0
data/raw/img_4042.jpg,1,
data/raw/img_242.jpg,3,3.0
data/raw/img_136.jpg,4,4.0
data/raw/img_4102.jpg,3,
data/raw/img_4272.jpg,1,
data/raw/img_4346.jpg,3,
data/raw/img_4590.jpg,1,
data/raw/img_4865.jpg,5,
data/raw/img_4081.jpg,4,
data/raw/img_4974.jpg,4,
data/raw/img_4288.jpg,1,
data/raw/img_4888.jpg,1,
data/raw/img_376.jpg,2,2.0
data/raw/img_314.jpg,4,4.0
data/raw/img_442.jpg,2,2.0
data/raw/img_319.jpg,7,7.0
data/raw/img_4978.jpg,2,
data/raw/img_4293.jpg,2,
data/raw/img_4632.jpg,8,
data/raw/img_424.jpg,4,4.0
data/raw/img_4053.jpg,3,
data/raw/img_4094.jpg,1,
data/raw/img_4393.jpg,3,
data/raw/img_4981.jpg,3,
data/raw/img_4717.jpg,1,
data/raw/img_4664.jpg,4,
data/raw/img_227.jpg,5,5.0
data/raw/img_4214.jpg,1,
data/raw/img_4310.jpg,4,
data/raw/img_4479.jpg,2,
data/raw/img_4575.jpg,2,
data/raw/img_66.jpg,0,0.0
data/raw/img_393.jpg,0,0.0
data/raw/img_4079.jpg,8,
data/raw/img_4489.jpg,0,
data/raw/img_211.jpg,3,3.0
data/raw/img_4659.jpg,1,
data/raw/img_4281.jpg,2,
data/raw/img_4036.jpg,5,
data/raw/img_4274.jpg,2,
data/raw/img_4161.jpg,1,
data/raw/img_85.jpg,5,5.0
data/raw/img_4849.jpg,1,
data/raw/img_4716.jpg,6,
data/raw/img_4415.jpg,1,
data/raw/img_4160.jpg,1,
data/raw/img_4850.jpg,5,
data/raw/img_4130.jpg,2,
data/raw/img_4533.jpg,4,
data/raw/img_4899.jpg,7,
data/raw/img_4592.jpg,5,
data/raw/img_273.jpg,8,8.0
data/raw/img_4222.jpg,4,
data/raw/img_362.jpg,2,2.0
data/raw/img_4122.jpg,7,
data/raw/img_2.jpg,8,8.0
data/raw/img_6.jpg,7,7.0
data/raw/img_311.jpg,5,5.0
data/raw/img_4667.jpg,4,1.0
data/raw/img_4438.jpg,6,
data/raw/img_4977.jpg,7,
data/raw/img_215.jpg,6,6.0
data/raw/img_4820.jpg,0,
data/raw/img_27.jpg,4,4.0
data/raw/img_4965.jpg,1,
data/raw/img_4524.jpg,1,
data/raw/img_4285.jpg,5,
data/raw/img_4138.jpg,6,
data/raw/img_4329.jpg,2,
data/raw/img_4326.jpg,1,
data/raw/img_4124.jpg,1,
data/raw/img_4349.jpg,0,
data/raw/img_256.jpg,2,2.0
data/raw/img_25.jpg,6,6.0
data/raw/img_336.jpg,7,7.0
data/raw/img_4072.jpg,0,
data/raw/img_47.jpg,6,6.0
data/raw/img_106.jpg,3,3.0
data/raw/img_349.jpg,5,5.0
data/raw/img_55.jpg,9,9.0
data/raw/img_4308.jpg,2,
data/raw/img_213.jpg,5,5.0
data/raw/img_120.jpg,8,8.0
data/raw/img_4369.jpg,8,
data/raw/img_4355.jpg,1,
data/raw/img_72.jpg,1,1.0
data/raw/img_4880.jpg,2,
data/raw/img_4220.jpg,1,
data/raw/img_45.jpg,2,2.0
data/raw/img_4763.jpg,3,
data/raw/img_4023.jpg,5,
data/raw/img_4368.jpg,5,
data/raw/img_4607.jpg,1,
data/raw/img_4774.jpg,5,
data/raw/img_4302.jpg,0,
data/raw/img_4033.jpg,1,
data/raw/img_4637.jpg,2,
data/raw/img_4103.jpg,2,
data/raw/img_465.jpg,7,7.0
data/raw/img_4702.jpg,7,
data/raw/img_4777.jpg,1,
data/raw/img_4943.jpg,3,
data/raw/img_4488.jpg,0,
data/raw/img_60.jpg,7,7.0
data/raw/img_4385.jpg,1,
data/raw/img_92.jpg,6,6.0
data/raw/img_4166.jpg,7,
data/raw/img_4205.jpg,2,
data/raw/img_194.jpg,4,4.0
data/raw/img_280.jpg,3,3.0
data/raw/img_4195.jpg,1,
data/raw/img_359.jpg,5,5.0
data/raw/img_4019.jpg,1,
data/raw/img_4312.jpg,0,
data/raw/img_4267.jpg,1,
data/raw/img_182.jpg,5,5.0
data/raw/img_4986.jpg,8,
data/raw/img_110.jpg,2,2.0
data/raw/img_42.jpg,8,8.0
data/raw/img_4506.jpg,1,
data/raw/img_204.jpg,8,8.0
data/raw/img_4320.jpg,1,
data/raw/img_52.jpg,5,5.0
data/raw/img_4045.jpg,5,
data/raw/img_4631.jpg,1,
data/raw/img_4657.jpg,5,
data/raw/img_4967.jpg,4,
data/raw/img_4410.jpg,8,
data/raw/img_183.jpg,1,1.0
data/raw/img_137.jpg,1,1.0
data/raw/img_4649.jpg,7,
data/raw/img_80.jpg,1,1.0
data/raw/img_4712.jpg,8,
data/raw/img_105.jpg,2,2.0
data/raw/img_4041.jpg,8,
data/raw/img_4813.jpg,8,
data/raw/img_480.jpg,1,1.0
data/raw/img_165.jpg,2,2.0
data/raw/img_248.jpg,3,3.0
data/raw/img_307.jpg,3,3.0
data/raw/img_446.jpg,2,2.0
data/raw/img_4246.jpg,7,
data/raw/img_334.jpg,3,3.0
data/raw/img_97.jpg,1,1.0
data/raw/img_4259.jpg,7,
data/raw/img_4237.jpg,0,
data/raw/img_4336.jpg,8,
data/raw/img_4442.jpg,4,
data/raw/img_102.jpg,0,0.0
data/raw/img_434.jpg,2,2.0
data/raw/img_74.jpg,9,9.0
data/raw/img_4840.jpg,3,
data/raw/img_4624.jpg,9,
data/raw/img_4859.jpg,3,
data/raw/img_302.jpg,1,1.0
data/raw/img_4762.jpg,3,
data/raw/img_4723.jpg,6,
data/raw/img_4233.jpg,1,
data/raw/img_388.jpg,6,6.0
data/raw/img_235.jpg,2,2.0
data/raw/img_4745.jpg,3,
data/raw/img_267.jpg,1,1.0
data/raw/img_305.jpg,2,2.0
data/raw/img_117.jpg,0,0.0
data/raw/img_4711.jpg,2,
data/raw/img_4173.jpg,7,
data/raw/img_249.jpg,2,2.0
data/raw/img_4593.jpg,3,
data/raw/img_4579.jpg,8,
data/raw/img_71.jpg,5,5.0
data/raw/img_94.jpg,0,0.0
data/raw/img_4347.jpg,5,
data/raw/img_33.jpg,6,6.0
data/raw/img_4600.jpg,7,4.0
data/raw/img_448.jpg,1,1.0
data/raw/img_445.jpg,0,0.0
data/raw/img_4271.jpg,8,
data/raw/img_4216.jpg,9,
data/raw/img_4386.jpg,1,
data/raw/img_4744.jpg,5,
data/raw/img_4400.jpg,4,
data/raw/img_4535.jpg,1,
data/raw/img_77.jpg,8,8.0
data/raw/img_84.jpg,9,9.0
data/raw/img_4334.jpg,0,
data/raw/img_82.jpg,8,8.0
data/raw/img_457.jpg,0,0.0
data/raw/img_4418.jpg,6,
data/raw/img_4176.jpg,2,
